hospital_name,staffed_beds,total_payments,copd_total,copd_ratio,ami_total,ami_ratio,pneumonia_total,pneumonia_ratio,hip_knee_total,hip_knee_ratio,hf_total,hf_ratio
YALOBUSHA GENERAL HOSPITAL,26,496994,,0.9142,,0.0000,,1.0029,,0.0000,,1.0924
SOUTH SUNFLOWER COUNTY HOSPITAL,49,862344,,0.9228,,0.0000,,1.0609,,0.0000,,1.0698
NORTH OAK REGIONAL MEDICAL CENTER,41,1252450,376293,1.0350,,0.0000,,1.0064,,0.0000,,1.0864
BATES COUNTY MEMORIAL HOSPITAL,49,1690097,,1.0069,,0.0000,,1.0146,,0.9703,,0.9740
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,48,1705842,338934,1.0369,,0.0000,475766,1.0175,,0.0000,360791,0.9826
CALLAWAY COMMUNITY HOSPITAL,36,151576,,0.9926,,0.0000,,0.9594,,0.0000,,0.9556
NORTHEASTERN NEVADA REGIONAL HOSPITAL,75,2725896,351748,1.1048,,0.9837,841486,0.9621,,0.8429,,0.9979
SAINT CLARE'S HOSPITAL/SUSSEX,,621142,224238,,,,,,,,238179,
ROOSEVELT GENERAL HOSPITAL,24,435786,,1.0336,,0.0000,,0.9771,,0.0000,,0.9888
LAKESIDE MEMORIAL HOSPITAL,,980308,169461,0.9957,,0.0000,,1.0532,,0.0000,,0.9431
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",155,549409,,0.9675,,0.0000,,1.0592,,0.0000,,0.9781
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,,920968,,,,,,,,,,
BROOKS MEMORIAL HOSPITAL,65,1577838,,1.0252,,0.0000,357092,0.9997,,0.9118,,1.0649
"COMMUNITY MEMORIAL HOSPITAL, INC",76,2909608,194463,1.0019,,0.0000,,1.0073,,0.6299,,1.0147
"CARTHAGE AREA HOSPITAL, INC",0,1186299,394522,1.0271,,0.0000,,0.9803,,0.0000,,0.9700
WAYNE HOSPITAL,63,2864605,326900,1.0377,,0.0000,489287,0.9157,,1.0472,432692,0.9579
COMMUNITY HOSPITALS AND WELLNESS CENTERS,0,3325432,332337,0.9919,,0.9160,,0.9278,,1.0779,491443,0.9216
INTEGRIS MAYES COUNTY MEDICAL CENTER,35,926839,250958,0.9775,,0.0000,,0.9550,,1.2065,,0.9594
INTEGRIS CLINTON REGIONAL HOSPITAL,56,1950168,,0.9435,,0.0000,467629,1.0551,,0.0000,,1.0408
HARMON MEMORIAL HOSPITAL,22,736304,,0.9957,,0.0000,,1.0912,,0.0000,,1.1764
MCCURTAIN MEMORIAL HOSPITAL,91,1802252,,1.0082,,0.0000,482417,0.9576,,0.0000,415563,0.9776
OKMULGEE MEMORIAL HOSPITAL,66,852699,235025,0.9925,,0.0000,,1.0551,,0.0000,,0.9714
SEQUOYAH MEMORIAL HOSPITAL,,988053,,0.9806,,0.0000,,0.9776,,0.0000,,1.0014
ELKVIEW GENERAL HOSPITAL,38,1357140,234864,1.0216,,0.0000,,1.0115,,1.0025,,1.0441
CHICKASAW NATION MEDICAL CENTER,72,746610,,0.9770,,0.0000,,0.9461,,0.0000,,1.0065
"BAILEY MEDICAL CENTER, L L C",73,384382,,0.9670,,0.0000,,0.9163,,1.0163,,1.0258
MUSKOGEE COMMUNITY HOSPITAL,,1113704,,,,,,,,,,
J C BLAIR MEMORIAL HOSPITAL,73,1985201,,0.9236,,0.0000,375149,0.8823,,1.0928,419571,0.9057
HEART OF LANCASTER REGIONAL MEDICAL CENTER,148,2004978,,0.9849,,0.0000,,0.9570,,0.0000,,0.9467
SUNBURY COMMUNITY HOSPITAL,118,1341613,,1.0331,,0.0000,,1.1163,,0.9502,,1.0099
MARIAN COMMUNITY HOSPITAL,,65424,,,,,,,,,,
KANE COMMUNITY HOSPITAL,31,1638223,,0.9050,,0.0000,313492,0.9247,,0.0000,546790,0.9703
MINERS MEDICAL CENTER,0,904084,198241,0.9279,,0.0000,,0.9667,,0.0000,,1.0359
OHIO VALLEY GENERAL HOSPITAL,138,1903097,310366,0.9907,,0.0000,,0.9681,,0.9316,382681,0.9483
HENDERSON COUNTY COMMUNITY HOSPITAL,36,1327761,357989,1.0328,,0.0000,,1.0114,,0.0000,215648,1.0971
WAYNE MEDICAL CENTER,32,1012625,281981,1.0793,,0.0000,,1.0641,,0.0000,,0.9525
GIBSON GENERAL HOSPITAL,0,158943,,0.9918,,0.0000,,0.9763,,0.0000,,1.0017
MCNAIRY REGIONAL HOSPITAL,28,1572903,367683,1.0146,,0.0000,,0.9727,,0.0000,,1.0191
CLAIBORNE COUNTY HOSPITAL,0,2203905,,0.9000,,1.0390,,1.0597,,0.0000,,0.9182
BAPTIST MEMORIAL HOSPITAL TIPTON,100,1300153,279715,1.0793,,0.0000,,1.0083,,0.0000,,0.9460
DELTA MEDICAL CENTER,243,2291673,,0.9941,,0.0000,,0.9903,,1.0728,426319,1.1656
MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,0,1830105,306112,0.9279,,0.9757,,0.9112,,0.0000,,0.9876
GOODALL WITCHER HOSPITAL,33,445388,,0.9591,,0.0000,,0.9467,,0.0000,,1.0305
CHRISTUS SPOHN HOSPITAL BEEVILLE,41,2228218,418736,0.9813,,0.0000,,0.9844,,0.0000,,1.0768
GRAHAM REGIONAL MEDICAL CENTER,33,1309126,,0.9413,,0.0000,342849,0.8857,,0.9937,,0.9828
SETON SMITHVILLE REGIONAL HOSPITAL,36,633212,232114,0.9465,,0.0000,,0.9223,,0.0000,,0.9464
VAL VERDE REGIONAL MEDICAL CENTER,65,3777375,,1.0353,,0.0000,,0.9580,,1.0652,,1.0162
PECOS COUNTY MEMORIAL HOSPITAL,27,998096,,1.1296,,0.0000,,0.9437,,0.0000,288190,1.0838
SCOTT & WHITE HOSPITAL-LLANO,23,1137515,,1.0162,,0.0000,728354,0.8974,,0.0000,,0.9130
MOORE COUNTY HOSPITAL DISTRICT,47,623708,,0.9911,,0.0000,,0.9697,,0.0000,,0.9702
FAITH COMMUNITY HOSPITAL,17,151906,,0.9858,,0.0000,,0.9863,,0.0000,,1.0121
COZBY-GERMANY HOSPITAL,,309139,,1.0155,,0.0000,,0.9488,,0.0000,,1.0203
CLEVELAND REGIONAL MEDICAL CTR,107,2827037,699295,0.9639,,0.0000,540004,1.0770,,0.0000,408456,1.0846
DALLAS MEDICAL CENTER,119,1132019,,1.0218,,0.9974,,1.0764,,1.0730,,0.9998
BROWNFIELD REGIONAL MEDICAL CENTER,26,411810,,0.9844,,0.0000,,0.9674,,0.0000,,0.9734
EASTLAND MEMORIAL HOSPITAL,36,1156435,452471,0.9143,,0.0000,,0.9600,,0.0000,,1.0330
COLORADO FAYETTE MEDICAL CENTER,,1312453,,,,,,,,,,
GLEN ROSE MEDICAL CENTER,16,1131245,,0.9656,,0.0000,,1.0227,,0.0000,,1.0166
TYLER COUNTY HOSPITAL,25,673826,,0.9854,,0.0000,,0.9409,,0.0000,,1.0333
STEPHENS MEMORIAL HOSPITAL,40,370818,218735,1.0016,,0.0000,,0.9300,,0.0000,,0.9639
PALO PINTO GENERAL HOSPITAL,48,1873132,326650,1.0888,,0.0000,,1.0653,,1.0006,,1.1086
CHRISTUS JASPER MEMORIAL HOSPITAL,50,2224724,327615,0.9711,,0.0000,,0.9287,,0.0000,,0.9487
ANGLETON-DANBURY MEDICAL CENTER,62,1936633,,0.9273,,0.0000,,0.9173,,0.8080,259075,0.9678
NOCONA GENERAL HOSPITAL,33,773684,,1.0123,,0.0000,,0.8891,,0.0000,,0.9653
RENAISSANCE HOSPITAL TERRELL,,1147952,359844,0.9449,,0.0000,,0.9526,,0.0000,,1.0592
CENTRAL TEXAS HOSPITAL,,406202,,1.0472,,0.0000,,0.9494,,0.0000,,0.0000
DOCTORS HOSPITAL TIDWELL,113,2795075,,1.0178,,0.9763,,0.9244,,0.0000,,1.0042
SHELBY REGIONAL MEDICAL CENTER,,879139,,1.0311,,0.0000,,1.1108,,0.0000,,1.1158
"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",,469459,,0.9628,,0.0000,,1.0243,,0.0000,,1.0529
MOUNTAIN WEST MEDICAL CENTER,36,1495136,,0.9409,,0.0000,,0.8331,,0.9184,,1.0666
WARREN MEMORIAL HOSPITAL,166,4614150,669291,1.0717,,0.0000,593517,1.0814,,0.0000,669019,1.0279
CASCADE VALLEY HOSPITAL,0,1623817,,0.9438,,0.0000,,0.9469,,1.0249,,1.0076
ST JOSEPHS HSPTL,,1814621,,0.9960,,0.0000,,0.9542,,0.9931,,0.9689
AURORA MED CENTER-WASHINGTON COUNTY,,2455621,,0.9330,,0.9631,347044,0.9187,,1.1401,,0.9893
"MILE BLUFF MEDICAL CENTER, INC",,1316962,245744,0.9035,,0.0000,,1.0239,,0.0000,,0.8884
SHERIDAN MEMORIAL HOSPITAL,66,4570659,,0.9136,,0.0000,,0.9790,,0.9645,,0.9574
RIVERTON MEMORIAL HOSPITAL,,1469652,287971,0.9487,,0.0000,,0.9352,,1.0864,,0.9568
LANDER REGIONAL HOSPITAL,0,1473066,,0.9777,,0.0000,289139,0.9255,,1.0428,,0.9833
ST LUKE'S SUGAR LAND HOSPITAL,0,2173550,,0.9711,,0.9853,,0.9215,,1.0179,,0.9503
CLAY COUNTY HOSPITAL,129,960525,,1.0637,,0.0000,,0.9325,,0.0000,,1.0801
JACKSON MEDICAL CENTER,35,356823,,0.9706,,0.0000,,0.9344,,0.0000,,1.0335
L V STABLER MEMORIAL HOSPITAL,57,1501058,,0.9962,,0.0000,,0.9453,,0.9368,,0.9211
YUKON KUSKOKWIM DELTA REG HOSPITAL,0,757098,,0.9999,,0.0000,,0.9396,,0.0000,,0.9708
ST LUKES MEDICAL CENTER,,6023070,,1.0118,,0.9982,,0.9499,,0.9549,,0.9713
MT GRAHAM REGIONAL MEDICAL CENTER,49,1804961,,1.0654,,0.0000,,1.0157,,1.0802,,1.0265
PACIFIC HOSPITAL OF LONG BEACH,,14397969,,0.9719,,0.0000,,1.0041,,0.0000,,1.0916
PALO VERDE HOSPITAL,51,729520,,1.0247,,0.0000,,1.0011,,0.0000,,0.9751
LOS ANGELES METROPOLITAN MEDICAL CTR,,9822147,,1.0554,,0.0000,,1.0151,,0.0000,,0.9904
MONTEREY PARK HOSPITAL,101,2741158,,1.0224,,0.0000,,1.0636,,0.9678,,0.9251
VALLEY VIEW HOSPITAL ASSOCIATION,49,3203773,,0.9425,,0.9753,,0.9848,,0.7853,,0.9880
LAKESIDE MEDICAL CENTER,70,1694451,,0.9998,,1.0007,,1.0116,,0.0000,682036,1.0238
SACRED HEART HOSPITAL ON THE GULF,19,297098,,1.0174,,0.0000,,1.0356,,0.0000,,0.9759
KONA COMMUNITY HOSPITAL,94,1855158,,1.0362,,0.0000,,0.8745,,0.0000,,0.9339
SAINT JAMES HOSPITAL,201,3488735,,0.9411,,0.0000,,0.9810,,0.9871,,0.9786
WITHAM HEALTH SERVICES,78,2961011,,0.9045,,0.9469,,0.9195,,0.9465,335430,1.0229
WESTVIEW HOSPITAL,,1156429,,1.0130,,0.0000,,0.9234,,1.0166,,0.9598
SPENCER MUNICIPAL HOSPITAL,0,4066919,,0.9973,,0.0000,,0.9933,,0.8441,278623,1.0169
WEST CARROLL MEMORIAL HOSPITAL,33,1996998,,0.9830,,0.0000,,1.0546,,0.0000,,1.0033
WINN PARISH MEDICAL CENTER,60,1632938,,1.0221,,0.0000,,1.0418,,0.0000,,0.8935
WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,,679770,,1.0169,,0.0000,,0.9955,,1.0623,,0.0000
EAST CARROLL PARISH HOSPITAL,23,631496,,1.0339,,0.0000,,1.1413,,0.0000,,1.0579
EDWARD MCCREADY MEMORIAL HOSPITAL,16,955281,,0.9450,,0.0000,,0.9623,,0.0000,,1.0037
CLINTON HOSPITAL ASSOCIATION,41,606315,,1.0722,,0.0000,,1.0577,,0.0000,,1.0888
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,0,1473241,,0.9402,,0.0000,,1.0140,,1.1152,,0.8977
"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",35,1124436,,0.9636,,0.0000,,1.0638,,0.9593,,0.9794
DISTRICT ONE HOSPITAL,40,2213473,,1.0382,,0.0000,,0.9490,,1.0980,,0.9586
NESHOBA COUNTY GENERAL HOSPITAL,208,1067245,,1.1204,,0.0000,,0.9502,,0.0000,,0.9808
TRUMAN MEDICAL CENTER LAKEWOOD,321,3298076,,0.9424,,0.0000,,1.0155,,0.9134,,1.0041
BARNES-JEWISH WEST COUNTY HOSPITAL,77,5170562,,0.9962,,0.0000,,0.9932,,0.7353,,0.9038
PRESBYTERIAN ESPANOLA HOSPITAL,0,2036899,,0.9766,,0.0000,,0.9693,,1.1681,,0.9677
MIMBRES MEMORIAL HOSPITAL,0,303936,,,,,,,,,,
TLC HEALTH NETWORK,0,914501,,1.0193,,0.0000,205880,0.9645,,0.9137,,0.9459
LEWIS COUNTY GENERAL HOSPITAL,214,1117123,,1.0475,,0.9503,,0.9478,,0.9127,,0.9412
"SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER",81,448590,,1.0537,,0.0000,,1.0447,,0.0000,,1.0115
MEMORIAL HOSPITAL & PHYSICIAN GROUP,37,851992,,0.9592,,0.0000,,1.0383,,0.0000,,0.9491
ST JOHN OWASSO,32,968817,,1.0146,,0.0000,242525,0.9163,,1.0222,,1.0178
ST JOHN BROKEN ARROW,68,5314259,,1.0420,,0.0000,,0.9855,,1.1653,,1.0873
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,359,4510471,,0.9572,,0.0000,,0.9760,,0.8781,,1.0587
HIGHLANDS HOSPITAL,71,370806,,1.0106,,0.0000,,1.0272,,0.0000,,1.0972
MILLCREEK COMMUNITY HOSPITAL,167,2407071,,0.9799,,0.0000,,1.0556,,0.0000,,1.0613
PUNXSUTAWNEY AREA HOSPITAL,44,1491080,,1.0159,,1.0062,,0.9025,,1.0592,289401,1.0017
GROVE CITY MEDICAL CENTER,109,1056641,,0.9544,,0.0000,,0.9082,,0.9993,221121,0.9619
BARNWELL COUNTY HOSPITAL,30,980946,,0.9935,,0.0000,,1.0427,,0.0000,,1.0940
MARLBORO PARK HOSPITAL,102,1175333,,0.9915,,0.0000,,0.9840,,0.0000,,0.9782
LAKE CITY COMMUNITY HOSPITAL,28,546610,,1.0138,,0.0000,,0.9816,,0.0000,,0.9723
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,70,488974,,0.9910,,0.0000,,0.9770,,0.0000,,0.9651
PERRY COMMUNITY HOSPITAL,33,1030599,,1.0023,,0.0000,,1.0797,,0.0000,436005,0.9821
ANSON GENERAL HOSPITAL,21,615857,,0.9834,,0.0000,,0.0000,,0.0000,,0.0000
EAST TEXAS MEDICAL CENTER MOUNT VERNON,30,846306,,0.9401,,0.0000,,1.0034,,0.0000,,1.0491
COVENANT HOSPITAL LEVELLAND,48,545894,,0.9574,,0.0000,,0.9770,,0.0000,,1.0213
TOPPENISH COMMUNITY HOSPITAL,48,1072567,,1.0734,,0.0000,,0.9647,,0.0000,,1.1098
VALLEY GENERAL HOSPITAL,0,1058039,,0.9827,,0.0000,,0.9746,,0.9503,,0.9871
WETZEL COUNTY HOSPITAL,48,646579,,0.9535,,0.0000,,0.9498,,0.0000,,1.0071
SOUTH HAMPTON COMMUNITY HOSPITAL,,1399700,,0.9679,,0.0000,,0.9832,,0.0000,,0.9802
GEORGIANA HOSPITAL,,832979,,1.1102,,0.0000,,0.9625,,0.0000,,1.0077
GREENE COUNTY HOSPITAL,86,227571,,0.9794,,0.0000,,0.9796,,0.0000,,1.0380
BULLOCK COUNTY HOSPITAL,54,194070,,0.9511,,0.0000,,0.0000,,0.0000,,0.9877
JACK HUGHSTON MEMORIAL HOSPITAL,66,8150586,,1.0161,,0.0000,,1.0227,,0.9115,,0.9641
ADVENTIST MEDICAL CENTER - REEDLEY,49,341780,,1.0110,,0.0000,,1.0042,,0.0000,,0.9712
CORCORAN DISTRICT HOSPITAL,,78228,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
COLUSA REGIONAL MEDICAL CENTER,48,679072,,1.0442,,0.0000,,1.0655,,0.0000,,1.0225
PLACENTIA LINDA HOSPITAL,114,2418623,,1.0158,,0.9446,,1.0001,,1.0346,,0.9097
COLORADO PLAINS MEDICAL CENTER,50,1183219,,0.9893,,0.0000,,0.9703,,0.8582,,1.0105
STERLING REGIONAL MEDCENTER,25,1743708,,0.9994,,0.0000,,0.9452,,0.9397,,0.9077
TRI COUNTY HOSPITAL - WILLISTON,,126200,,1.0179,,0.0000,,0.9994,,0.0000,,1.0381
TRINITY HOSPITAL OF AUGUSTA,156,3059372,,1.1011,,1.0427,,1.0675,,1.0913,,1.0742
IRWIN COUNTY HOSPITAL,64,32147,,0.9993,,0.0000,,0.9858,,0.0000,,0.0000
DONALSONVILLE HOSPITAL INC,140,1215257,,0.9676,,0.0000,,0.9679,,0.0000,,0.9783
DEKALB HEALTH,47,1173598,,0.9873,,0.0000,,0.9488,,0.0000,,0.9514
SAINT CATHERINE REGIONAL HOSPITAL,0,410687,,1.0607,,0.0000,,1.0416,,0.0000,,1.1468
PINNACLE HOSPITAL,18,610223,,0.9834,,0.0000,,1.0468,,1.2522,,1.0349
ST ANTHONY REGIONAL HOSPITAL & NURSIING HOME,,3327654,,0.9439,,0.0000,,0.9657,,0.8585,,0.9344
LAKES REGIONAL HEALTHCARE,0,1391813,,0.9656,,0.0000,,0.9281,,1.1811,194325,0.9886
SOUTHWEST MEDICAL CENTER,86,1096191,,0.9565,,0.0000,,0.9759,,0.9726,,1.0825
MCPHERSON HOSPITAL INC,37,1014553,,1.0316,,0.0000,,0.8937,,0.0000,,0.9631
GREAT BEND REGIONAL HOSPITAL,33,4585647,,0.9773,,0.0000,,0.9786,,0.7686,,0.9704
ABBEVILLE GENERAL HOSPITAL,60,1871415,,1.0198,,0.0000,,1.0284,,1.0131,507852,1.1315
LEONARD J CHABERT MEDICAL CENTER,156,1698256,,0.9736,,0.0000,,0.9651,,0.0000,,1.0843
SABINE MEDICAL CENTER,48,1104740,,1.0066,,0.0000,,0.9785,,0.0000,,1.0714
OTSEGO MEMORIAL HOSPITAL,80,3039941,,0.9329,,0.0000,623051,0.8969,,0.8559,217748,0.9723
NORTHFIELD HOSPITAL,77,1376084,,0.9671,,0.0000,,0.9294,,0.9162,,1.0061
REGINA MEDICAL CENTER,95,1921080,,0.9623,,0.0000,,0.9746,,1.1888,,1.0107
HUTCHINSON HEALTH,177,2504883,,1.0785,,0.0000,,0.9737,,1.0763,329927,1.0233
ALLIANCE HEALTHCARE SYSTEM,40,674054,,1.0070,,0.0000,,1.0528,,0.0000,,1.0418
MAGEE GENERAL HOSPITAL,53,1656251,,1.0387,,0.0000,666152,0.9701,,0.0000,322032,1.0127
COOPER COUNTY MEMORIAL HOSPITAL,46,242111,,0.9332,,0.0000,,0.9395,,0.0000,,0.9596
NEVADA REGIONAL MEDICAL CENTER,71,923062,,1.0258,,0.0000,,0.9276,,0.0000,,1.0395
SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,21,473283,,0.9930,,0.0000,,0.9761,,0.0000,,1.0369
SAC-OSAGE HOSPITAL,47,146521,,0.9398,,0.0000,,1.0390,,0.0000,,1.0295
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,0,226434,,0.9652,,0.0000,,0.9746,,0.0000,,0.0000
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,60,2964450,,0.9653,,0.0000,678324,0.9985,,1.1452,245419,0.9000
GUADALUPE COUNTY HOSPITAL,10,119993,,0.9706,,0.0000,,0.9878,,0.0000,,0.0000
COBLESKILL REGIONAL HOSPITAL,40,854248,,0.9955,,0.0000,,0.9581,,0.0000,,0.9482
BELMONT COMMUNITY HOSPITAL,44,420979,,1.0084,,0.0000,,0.9770,,0.0000,,0.9429
MADISON COUNTY HOSPITAL INC,45,644822,,1.0404,,0.0000,,1.0211,,0.0000,,0.9365
MERCY HOSPITAL EL RENO,48,292847,,1.0201,,0.0000,,0.9066,,0.0000,,0.0000
LATIMER COUNTY GENERAL HOSPITAL,33,488918,,0.9789,,0.0000,,0.9629,,0.0000,,0.0000
PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,42,627576,,1.0063,,0.0000,,1.0074,,0.0000,,1.0502
"SAYRE MEMORIAL HOSPITAL, INC",35,493203,,0.9700,,0.0000,,0.9605,,0.0000,,1.0238
PERRY MEMORIAL HOSPITAL,26,499070,,0.9800,,0.0000,,1.0173,,0.0000,,0.9822
PAULS VALLEY GENERAL HOSPITAL,64,708689,,1.0348,,0.0000,,0.9153,,0.0000,,1.0437
WAGONER COMMUNITY HOSPITAL,100,2797356,,0.9814,,0.0000,,0.9768,,0.0000,,1.0488
CHOCTAW NATION HEALTHCARE,0,152265,,0.9701,,0.0000,,1.0259,,0.0000,,0.0000
HILLCREST HOSPITAL HENRYETTA,41,606777,,0.9677,,0.0000,,0.9790,,0.0000,,0.9720
INTEGRIS SEMINOLE MEDICAL CENTER,32,552100,,1.0034,,0.0000,,0.9678,,0.0000,,0.9567
GEISINGER - BLOOMSBURG HOSPITAL,72,1446802,,1.0447,,0.0000,,0.9174,,0.9473,,1.0195
SHAMOKIN AREA COMMUNITY HOSPITAL,,197666,,,,,,,,,,
CANNON MEMORIAL HOSPITAL,42,449720,,0.9209,,0.9978,,0.9070,,0.0000,,1.0300
HAMPTON REGIONAL MEDICAL CENTER,32,739834,,0.9435,,0.0000,,1.0158,,0.0000,,1.1250
CONNALLY MEMORIAL MEDICAL CENTER,44,1338993,,0.9803,,0.0000,,1.0353,,0.9815,,0.9481
BELLVILLE GENERAL HOSPITAL,0,436264,,1.0507,,0.0000,,1.0012,,0.0000,,1.0489
STAMFORD MEMORIAL HOSPITAL,25,214519,,0.9800,,0.0000,,0.9702,,0.0000,,1.0349
CHILDRESS REGIONAL MEDICAL CENTER,39,474648,,0.9906,,0.0000,,0.8997,,0.0000,,1.0210
ATLANTA MEMORIAL HOSPITAL,,876156,,0.9991,,0.0000,,0.9953,,0.0000,,1.0640
LAMB HEALTHCARE CENTER,42,366163,,0.9874,,0.0000,,0.9873,,0.0000,,0.0000
EAST TEXAS MEDICAL CENTER TRINITY,45,903435,,1.0230,,0.0000,,1.0854,,0.0000,,1.0676
ASHLEY VALLEY MEDICAL CENTER,,678751,,0.9650,,0.0000,,0.9517,,0.9805,,0.9248
WELCH COMMUNITY HOSPITAL,108,1385528,,1.0553,,0.0000,,1.0566,,0.0000,,0.0000
MEMORIAL HOSPITAL SWEETWATER COUNTY,99,1625234,,0.9632,,0.0000,,0.9887,,0.0000,,1.0349
CHILTON MEDICAL CENTER,199,132205,,0.9426,,0.0000,,1.0160,,0.0000,,0.0000
NATIVIDAD MEDICAL CENTER,172,3779522,,1.0689,,0.0000,,1.0262,,1.0507,,0.9941
PALM DRIVE HOSPITAL,,2826405,,1.0100,,0.0000,,1.0413,,0.9104,,0.9880
ST CATHERINE HOSPITAL,98,4350810,,0.9514,,1.0146,535297,0.9137,,0.7665,,0.9810
PRATT REGIONAL MEDICAL CENTER,98,3308568,,0.9719,,0.0000,313894,0.9144,,1.0550,,0.9583
DOCTORS HOSPITAL AT DEER CREEK LLC,10,369347,,0.0000,,0.0000,,0.9863,,1.3287,,0.0000
ESSENTIA HEALTH DULUTH,148,3093198,,0.9549,,0.0000,,0.9815,,0.0000,,0.0000
BERGEN REGIONAL MEDICAL CENTER,1000,2088046,,0.0000,,0.0000,,1.0061,,0.0000,,0.9569
NORTHERN NAVAJO MEDICAL CENTER,59,1343515,,0.0000,,0.0000,585675,0.8708,,0.0000,,0.9374
GALLUP INDIAN MEDICAL CENTER,78,2146113,,1.0053,,0.0000,762647,1.0592,,0.0000,,1.0181
SACRED HEART UNIVERSITY DISTRICT,0,1106685,,1.0130,,0.0000,,0.9582,,0.0000,,0.9611
ELLWOOD CITY HOSPITAL,95,837746,,0.9770,,0.0000,,0.9714,,0.0000,272664,1.0162
UNITED REGIONAL MEDICAL CENTER,54,1135334,,1.0130,,0.0000,686988,0.8553,,0.0000,,0.9447
EAST TEXAS MEDICAL CENTER - FAIRFIELD,48,885333,,0.9802,,0.0000,,0.9751,,0.0000,,0.9768
ELBA GENERAL HOSPITAL,,54604,,0.0000,,0.0000,,0.9612,,0.0000,,0.0000
BIBB MEDICAL CENTER,156,128494,,0.0000,,0.0000,,1.0301,,0.0000,,0.0000
HALE COUNTY HOSPITAL,28,115061,,0.0000,,0.0000,,0.9570,,0.0000,,0.9486
ELMORE COMMUNITY HOSPITAL,33,1265471,,0.9918,,0.0000,,1.0141,,0.0000,,1.0255
HILL HOSPITAL OF SUMTER COUNTY,33,476399,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
INFIRMARY WEST,,706347,,0.9789,,0.0000,,0.9852,,0.0000,,0.9535
BARTLETT REGIONAL HOSPITAL,57,1995018,,0.9638,,0.0000,,0.9746,,1.1136,,0.9320
LA PAZ REGIONAL HOSPITAL,25,399172,,,,,,,,,,
FORT DEFIANCE INDIAN HOSPITAL,50,1093970,,0.0000,,0.0000,,0.9639,,0.0000,,1.0593
TUBA CITY REGIONAL HEALTH CARE CORPORATION,0,2097940,,0.0000,,0.0000,,1.0457,,1.0882,,1.0895
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,60,676411,,0.0000,,0.0000,,0.9614,,0.0000,,1.0420
"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",249,5605230,,0.9535,,0.9684,,1.0060,,0.0000,,0.9764
WHITERIVER PHS INDIAN HOSPITAL,40,442395,,0.0000,,0.0000,,0.9064,,0.0000,,0.0000
GILBERT HOSPITAL,19,365444,,0.9982,,0.0000,,0.9667,,0.0000,,1.0427
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,0,3876660,,0.0000,,0.0000,,1.1101,,0.0000,,1.0648
OJAI VALLEY COMMUNITY HOSPITAL,103,757925,,0.9739,,0.0000,,0.9442,,0.9907,,0.9631
KAISER FOUNDATION HOSPITAL - DOWNEY,0,679284,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
BARTON MEMORIAL HOSPITAL,111,2206356,,0.9454,,0.0000,,0.9685,,1.0797,,0.9420
GOLETA VALLEY COTTAGE HOSPITAL,112,3055616,,0.0000,,0.0000,,0.9714,,0.7213,,0.9721
KAISER FOUNDATION HOSPITAL - SAN DIEGO,414,1356227,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
KAISER FOUNDATION HOSPITAL- ORANGE COUNTY- ANAHEIM,,253760,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,257,264411,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
CHAPMAN MEDICAL CENTER,114,1803582,,0.0000,,0.0000,,1.0566,,0.0000,,0.9835
COASTAL COMMUNITIES HOSPITAL,178,2093541,,0.9594,,0.0000,,0.9476,,0.0000,,1.0398
ANAHEIM GENERAL HOSPITAL,,4309540,,1.0141,,0.0000,,1.0061,,0.0000,,0.0000
YAMPA VALLEY MEDICAL CENTER,98,2002241,,0.9519,,0.0000,,0.9800,,1.0328,,0.9933
HEBREW HOME AND HOSPITAL INC,322,214301,,0.0000,,0.0000,,0.9622,,0.0000,,0.0000
JAY HOSPITAL,49,469638,,0.9431,,0.0000,,0.9724,,0.0000,,0.9861
HART COUNTY HOSPITAL,,143606,,,,,,,,,,
GRADY GENERAL HOSPITAL,46,685557,,0.9749,,0.0000,,0.9777,,0.0000,,0.9426
FLINT RIVER HOSPITAL,,85990,,0.0000,,0.0000,,1.0200,,0.0000,,0.9640
