hospital_name,city,state,staffed_beds,total_discharges,patient_days,gross_patient_revenue
CHRISTUS SPOHN HOSPITAL KLEBERG,Kingsville,Texas,79,3750,15825,209772
CHRISTUS ST. MICHAEL HOSPITAL - ATLANTA,Atlanta,Texas,37,725,2524,29145
CITIZENS MEDICAL CENTER,Victoria,Texas,344,8266,36919,526428
CLEAR LAKE REGIONAL MEDICAL CENTER,Webster,Texas,593,27366,136124,2837449
CLEVELAND REGIONAL MEDICAL CENTER,Cleveland,Texas,107,17128,17679,58595
COGDELL MEMORIAL HOSPITAL,Snyder,Texas,42,841,1975,41583
COLLEGE STATION HOSPITAL,College Station,Texas,0,0,0,
COLLEGE STATION MEDICAL CENTER,College Station,Texas,158,7144,28554,820245
COLUMBUS COMMUNITY HOSPITAL,Columbus,Texas,40,1335,5376,50146
CONNALLY MEMORIAL MEDICAL CENTER,Floresville,Texas,44,791,2873,60282
CONROE REGIONAL MEDICAL CENTER,Conroe,Texas,291,13488,68439,1593300
COOK CHILDREN'S NORTHEAST HOSPITAL,Hurst,Texas,3,12,13,61391
CORNERSTONE REGIONAL HOSPITAL,Edinburg,Texas,14,575,1375,53286
CORPUS CHRISTI MEDICAL CENTER - BAY AREA,Corpus Christi,Texas,0,0,0,
CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,Corpus Christi,Texas,436,17831,88599,1513981
CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,Corpus Christi,Texas,89,1936,8826,84546
CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,Corpus Christi,Texas,0,0,0,
COVENANT HOSPITAL LEVELLAND,Levelland,Texas,48,1264,3296,35569
COVENANT HOSPITAL PLAINVIEW,Plainview,Texas,49,2319,8140,115816
COVENANT MEDICAL CENTER ,Lubbock,Texas,0,0,0,
COVENANT MEDICAL CENTER - LAKESIDE CAMPUS,Lubbock,Texas,551,25801,115173,2988510
CUERO COMMUNITY HOSPITAL,Cuero,Texas,45,1038,3684,47801
CYPRESS FAIRBANKS MEDICAL CENTER HOSPITAL,Houston,Texas,181,8160,36647,739200
DALLAS MEDICAL CENTER,Dallas,Texas,119,2836,12390,377549
DALLAS REGIONAL MEDICAL CENTER,Mesquite,Texas,176,3739,16056,574524
DALLAS VA MEDICAL CENTER,Dallas,Texas,0,0,0,
DEL SOL MEDICAL CENTER,El Paso,Texas,314,14214,72436,1227731
DENTON REGIONAL MEDICAL CENTER,Denton,Texas,208,10567,48821,1172254
DETAR HOSPITAL NAVARRO,Victoria,Texas,200,7655,34324,881910
DETAR HOSPITAL NORTH,Victoria,Texas,0,0,0,
DETAR HOSPITAL NORTH,Victoria,Texas,145,1496,6888,36488
DIMMIT COUNTY MEMORIAL HOSPITAL,Carrizo Springs,Texas,35,1552,4571,25168
DOCTORS DIAGNOSTIC HOSPITAL,Cleveland,Texas,4,353,949,166128
DOCTORS HOSPITAL AT RENAISSANCE,Edinburg,Texas,530,36333,136680,1963881
DOCTORS HOSPITAL AT WHITE ROCK LAKE,Dallas,Texas,189,7243,29537,692255
DOCTORS HOSPITAL OF LAREDO,Laredo,Texas,183,7875,37711,538457
DOCTORS HOSPITAL TIDWELL,Houston,Texas,113,9986,11214,126453
EAST HOUSTON REGIONAL MEDICAL CENTER,Houston,Texas,120,9118,31104,347600
EAST TEXAS MEDICAL CENTER ATHENS,Athens,Texas,127,6938,25482,487300
EAST TEXAS MEDICAL CENTER CARTHAGE,Carthage,Texas,42,900,2509,95709
EAST TEXAS MEDICAL CENTER CLARKSVILLE,Clarksville,Texas,43,618,2459,33405
EAST TEXAS MEDICAL CENTER CROCKETT,Crockett,Texas,49,1175,4298,75147
EAST TEXAS MEDICAL CENTER FAIRFIELD,Fairfield,Texas,48,474,1366,51871
EAST TEXAS MEDICAL CENTER GILMER,Gilmer,Texas,35,480,1660,49390
EAST TEXAS MEDICAL CENTER HENDERSON,Henderson,Texas,43,1961,6054,118700
EAST TEXAS MEDICAL CENTER JACKSONVILLE,Jacksonville,Texas,38,1738,6153,156827
EAST TEXAS MEDICAL CENTER MOUNT VERNON,Mount Vernon,Texas,30,517,1879,24221
EAST TEXAS MEDICAL CENTER TRINITY,Trinity,Texas,45,508,1543,39842
EAST TEXAS MEDICAL CENTER TYLER,Tyler,Texas,451,21853,119679,2678918
EASTLAND MEMORIAL HOSPITAL,Eastland,Texas,36,676,3064,25363
EDINBURG REGIONAL MEDICAL CENTER,Edinburg,Texas,816,21917,103381,2230424
EL CAMPO MEMORIAL HOSPITAL,El Campo,Texas,25,322,1053,28422
EL PASO SPECIALTY HOSPITAL,El Paso,Texas,31,669,1822,92327
EMERUS COMMUNITY HOSPITAL-TOMBALL,Tomball,Texas,0,0,0,
EMERUS HOSPITAL - SUGAR LAND,Sugarland,Texas,7,177,616,27121
ENNIS REGIONAL MEDICAL CENTER,Ennis,Texas,50,2437,6620,110243
FAITH COMMUNITY HOSPITAL,Jacksboro,Texas,17,188,663,9075
FALLS COMMUNITY HOSPITAL & CLINIC,Marlin,Texas,44,405,1534,42143
FIRST SURGICAL HOSPITAL,Bellaire,Texas,19,482,872,114098
FOREST PARK MEDICAL CENTER,Dallas,Texas,0,0,0,
FOREST PARK MEDICAL CENTER -SOUTHLAKE,Southlake,Texas,0,0,0,
FOREST PARK MEDICAL CENTER-FRISCO,Frisco,Texas,0,0,0,
FORT DUNCAN REGIONAL MEDICAL CENTER,Eagle Pass,Texas,101,4527,18640,291893
FOUNDATION SURGIAL HOSPITAL OF EL PASO,El Paso,Texas,40,874,2104,237540
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,San Antonio,Texas,20,946,2102,140437
FRIO REGIONAL HOSPITAL,Pearsall,Texas,22,329,942,22335
GLEN ROSE MEDICAL CENTER,Glen Rose,Texas,16,670,2076,39425
GONZALES MEMORIAL HOSPITAL,Gonzales,Texas,34,902,2834,42738
GOOD SHEPHERD MEDICAL CENTER,Longview,Texas,380,17938,82055,1249972
GOOD SHEPHERD MEDICAL CENTER MARSHALL,Marshall,Texas,124,3876,15033,261671
GOODALL-WITCHER HOSPITAL,Clifton,Texas,33,428,1915,33261
GRACE MEDICAL CENTER,Lubbock,Texas,92,853,2368,143787
GRAHAM REGIONAL MEDICAL CENTER,Graham,Texas,33,1040,2889,40798
GUADALUPE REGIONAL MEDICAL CENTER,Seguin,Texas,125,3488,13861,224050
GULF COAST MEDICAL CENTER,Wharton,Texas,64,651,2301,76827
HAMILTON GENERAL HOSPITAL,Hamilton,Texas,42,1228,4486,44050
HAMLIN MEMORIAL HOSPITAL,Hamlin,Texas,25,140,595,4982
HARLINGEN MEDICAL CENTER,Harlingen,Texas,112,5352,16383,411614
HARRIS METHODIST HOSPITAL SOUTHLAKE,Southlake,Texas,16,906,2410,152070
HEART HOSPITAL OF AUSTIN,Austin,Texas,58,4104,13646,376118
HEMPHILL COUNTY HOSPITAL,Canadian,Texas,11,145,405,5522
HENDRICK MEDICAL CENTER,Abilene,Texas,344,13888,75207,1213734
HEREFORD REGIONAL MEDICAL CENTER,Hereford,Texas,42,805,2671,33350
HERITAGE PARK SURGICAL HOSPITAL,Sherman,Texas,14,325,797,132185
HILL COUNTRY MEMORIAL HOSPITAL,Fredericksburg,Texas,76,3197,9380,145529
HILL REGIONAL HOSPITAL,Hillsboro,Texas,95,1445,4903,88165
HOPEBRIDGE COMMUNITY HOSPITAL,Houston,Texas,137,2163,12156,41340
HOPKINS COUNTY MEMORIAL HOSPITAL,Sulphur Springs,Texas,96,3787,11328,109789
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,Houston,Texas,7,151,271,57464
HOUSTON METHODIST HOSPITAL,Houston,Texas,899,33921,207455,4987095
HOUSTON METHODIST SAN JACINTO HOSPITAL,Baytown,Texas,275,10956,51063,1050635
HOUSTON METHODIST ST. CATHERINE HOSPITAL,Katy,Texas,122,5567,20046,281527
HOUSTON METHODIST ST. JOHN HOSPITAL,Nassau Bay,Texas,111,7011,24333,426520
HOUSTON METHODIST WEST HOSPITAL ,Houston,Texas,161,8094,32321,608750
HOUSTON NORTHWEST MEDICAL CENTER,Houston,Texas,343,15137,74797,1264904
HOUSTON ORTHOPEDIC & SPINE HOSPITAL ,Bellaire,Texas,64,1993,5302,241063
HOUSTON PHYSICIANS' HOSPITAL,Webster,Texas,21,605,1369,295152
HUMBLE SURGICAL HOSPITAL,Humble,Texas,5,67,166,35609
HUNT REGIONAL MEDICAL CENTER AT GREENVILLE,Greenville,Texas,177,4581,21091,311937
HUNTSVILLE MEMORIAL HOSPITAL,Huntsville,Texas,96,3967,16833,276298
JOHN PETER SMITH HOSPITAL,Fort Worth,Texas,515,23874,122292,1868022
JPS DIAGNOSTIC & SURGERY HOSPITAL OF ARLINGTON,Arlington,Texas,30,103,348,8069
KELL WEST REGIONAL HOSPITAL,Wichita Falls,Texas,41,915,3034,74676
KERRVILLE VA HOSPITAL,Kerrville,Texas,0,0,0,
KINDRED HOSPITAL - TOWN AND COUNTRY,Houston,Texas,65,1923,7982,81069
KINGWOOD MEDICAL CENTER,Kingwood,Texas,272,14479,75721,1463780
KNAPP MEDICAL CENTER,Weslaco,Texas,209,10435,39205,385160
KNOX COUNTY HOSPITAL,Knox City,Texas,28,106,361,10431
LAKE GRANBURY MEDICAL CENTER,Granbury,Texas,43,2567,8804,476359
LAKE POINTE MEDICAL CENTER,Rowlett,Texas,112,6885,25160,556612
LAKEWAY REGIONAL MEDICAL CENTER,Lakeway,Texas,106,2162,7509,216290
LAMB HEALTHCARE CENTER,Littlefield,Texas,42,422,1522,10514
LAREDO MEDICAL CENTER,Laredo,Texas,326,15102,78419,1502245
LAS COLINAS MEDICAL CENTER,Irving,Texas,90,4573,20172,443866
LAS PALMAS MEDICAL CENTER,El Paso,Texas,572,26194,123327,2960962
LITTLE RIVER CAMERON HOSPTIAL ,Cameron,Texas,0,0,0,
LONGVIEW REGIONAL MEDICAL CENTER,Longview,Texas,149,6763,28182,997755
LUBBOCK HEART HOSPITAL,Lubbock,Texas,74,3324,10565,224807
LYNDON BAINES JOHNSON GENERAL HOSPITAL,Houston,Texas,0,0,0,
MAINLAND MEDICAL CENTER,Texas City,Texas,217,8463,38360,729864
MATAGORDA REGIONAL MEDICAL CENTER,Bay City,Texas,58,2028,7382,107589
MAYHILL HOSPITAL,Denton,Texas,59,1,1,32345
MCALLEN MEDICAL CENTER,McAllen,Texas,542,23215,119662,1107290
MCLANE CHILDREN'S HOSPITAL SCOTT & WHITE,Temple,Texas,2,0,0,10105
MEDICAL ARTS HOSPITAL,Lamesa,Texas,22,335,1358,32752
MEDICAL CENTER HOSPITAL,Odessa,Texas,324,14851,65891,734183
MEDICAL CENTER OF ARLINGTON,Arlington,Texas,213,13976,77972,1312880
MEDICAL CENTER OF LEWISVILLE,Lewisville,Texas,182,7460,33006,590579
MEDICAL CENTER OF MCKINNEY,McKinney,Texas,217,9119,44171,842010
MEDICAL CENTER OF PLANO,Plano,Texas,331,17036,92969,1840539
MEDICAL CITY HOSPITAL,Dallas,Texas,668,24620,142606,3225986
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,Houston,Texas,883,36510,224480,3654898
MEMORIAL HERMANN KATY HOSPITAL,Katy,Texas,142,10909,35053,550875
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,Houston,Texas,375,21408,86062,1322042
MEMORIAL HERMANN NORTHEAST HOSPITAL,Humble,Texas,255,12392,54530,735880
MEMORIAL HERMANN NORTHWEST HOSPITAL,Houston,Texas,0,0,0,
MEMORIAL HERMANN SOUTHEAST HOSPITAL,Houston,Texas,0,0,0,
MEMORIAL HERMANN SOUTHWEST HOSPITAL,Houston,Texas,1176,66135,264984,3705310
MEMORIAL HERMANN SUGAR LAND HOSPITAL,Sugar Land,Texas,77,5940,19702,381005
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,Kingwood,Texas,10,174,381,75936
MEMORIAL HERMANN SURGICAL HOSPITAL-FIRST COLONY,Sugar Land,Texas,6,230,714,84098
MEMORIAL HERMANN THE WOODLANDS HOSPITAL,The Woodlands,Texas,0,0,0,
MEMORIAL MEDICAL CENTER - LIVINGSTON,Livingston,Texas,66,2651,10348,265498
MEMORIAL MEDICAL CENTER - LUFKIN,Lufkin,Texas,184,6462,33930,755812
METHODIST AMBULATORY SURGERY HOSPITAL ,San Antonio,Texas,23,588,1473,85481
METHODIST CHARLTON MEDICAL CENTER,Dallas,Texas,278,12869,70255,732458
METHODIST CHILDRENS HOSPITAL,San Antonio,Texas,198,7602,31427,74260
METHODIST DALLAS MEDICAL CENTER,Dallas,Texas,394,18646,104620,1203819
METHODIST HOSPITAL,San Antonio,Texas,1585,75007,386755,5687231
METHODIST HOSPITAL FOR SURGERY,Addison,Texas,32,2131,5397,154175
METHODIST MANSFIELD MEDICAL CENTER,Mansfield,Texas,168,9134,41511,510278
METHODIST MCKINNEY HOSPITAL,McKinney,Texas,19,618,1457,80481
METHODIST RICHARDSON MEDICAL CENTER,Richardson,Texas,150,5746,20621,394623
METHODIST SPECIALTY AND TRANSPLANT HOSPITAL,San Antonio,Texas,217,8551,40895,227541
METHODIST STONE OAK HOSPITAL,San Antonio,Texas,140,8082,33091,541067
METHODIST SUGAR LAND HOSPITAL,Sugar Land,Texas,234,13172,59880,1159876
METHODIST TEXSAN HOSPITAL,San Antonio,Texas,120,2749,11069,261947
METHODIST WILLOWBROOK HOSPITAL,Houston,Texas,251,13836,63635,1105492
METROPLEX HOSPITAL,Killeen,Texas,208,6552,26643,420551
METROPOLITAN METHODIST HOSPITAL,San Antonio,Texas,279,11451,44364,188530
METROPOLITAN METHODIST HOSPITAL,San Antonio,Texas,0,0,0,
MICHAEL E. DEBAKEY VA MEDICAL CENTER,Houston,Texas,0,0,0,
MIDLAND MEMORIAL HOSPITAL,Midland,Texas,209,11298,54596,716009
MIDLAND MEMORIAL HOSPITAL WEST CAMPUS,Midland,Texas,104,2550,7468,36844
MISSION REGIONAL MEDICAL CENTER,Mission,Texas,256,8604,40170,396841
MISSION TRAIL BAPTIST HOSPITAL,San Antonio,Texas,0,0,0,
MOORE COUNTY HOSPITAL,Dumas,Texas,47,676,2188,41996
MOTHER FRANCES HOSPITAL - TYLER,Tyler,Texas,435,23061,109511,
NACOGDOCHES MEDICAL CENTER,Nacogdoches,Texas,147,3194,14882,345986
NACOGDOCHES MEMORIAL HOSPITAL,Nacogdoches,Texas,124,4057,21620,234126
NAVARRO REGIONAL HOSPITAL,Corsicana,Texas,162,2882,10776,254940
NIX COMMUNITY GENERAL HOSPITAL,Dilley,Texas,18,295,680,10330
NIX MEDICAL CENTER,San Antonio,Texas,195,7590,38689,453544
NOCONA GENERAL HOSPITAL,Nocona,Texas,33,561,2882,12005
NORTH CENTRAL BAPTIST HOSPITAL,San Antonio,Texas,0,0,0,
NORTH CENTRAL SURGICAL CENTER,Dallas,Texas,23,846,2517,174312
NORTH CYPRESS MEDICAL CENTER,Cypress,Texas,139,9153,40841,1544287
NORTH HILLS HOSPITAL,North Richland Hills,Texas,171,7708,34025,842634
NORTH TEXAS MEDICAL CENTER,Gainesville,Texas,48,1527,6275,81821
NORTHEAST BAPTIST HOSPITAL,San Antonio,Texas,0,0,0,
NORTHEAST METHODIST HOSPITAL,Live Oak,Texas,0,0,0,
NORTHEAST METHODIST HOSPITAL,San Antonio,Texas,116,5418,23435,163926
NORTHWEST HILL SURGICAL HOSPITAL,Austin,Texas,8,300,396,120852
NORTHWEST TEXAS HEALTHCARE SYSTEM,Amarillo,Texas,414,13756,66660,983837
NORTHWEST TEXAS SURGERY CENTER,Amarillo,Texas,4,152,314,41222
OAKBEND MEDICAL CENTER,Richmond,Texas,195,6013,18263,275312
ODESSA REGIONAL MEDICAL CENTER,Odessa,Texas,218,6046,32547,477736
ODESSA REGIONAL MEDICAL CENTER - EAST CAMPUS,Odessa,Texas,50,2984,9856,131454
ODESSA REGIONAL MEDICAL CENTER - EAST CAMPUS,Odessa,Texas,0,0,0,
PALESTINE REGIONAL MEDICAL CENTER,Palestine,Texas,152,6121,16517,305723
PALO PINTO GENERAL HOSPITAL,Mineral Wells,Texas,48,1982,7274,90359
PAMPA REGIONAL MEDICAL CENTER,Pampa,Texas,45,1659,5520,100746
PANHANDLE SURGICAL HOSPITAL,Amarillo,Texas,0,0,0,
PARIS REGIONAL MEDICAL CENTER,Paris,Texas,265,6462,25373,407025
PARK PLAZA HOSPITAL,Houston,Texas,170,4546,24229,539753
PARKLAND HOSPITAL,Dallas,Texas,825,51734,227880,4117179
PARKVIEW REGIONAL HOSPITAL,Mexia,Texas,58,652,1988,68954
PECOS COUNTY MEMORIAL HOSPITAL,Fort Stockton,Texas,27,1480,4812,58023
PERMIAN REGIONAL MEDICAL CENTER,Andrews,Texas,40,1046,1529,42696
PETERSON REGIONAL MEDICAL CENTER,Kerrville,Texas,124,4324,19224,231536
PINE CREEK MEDICAL CENTER,Dallas,Texas,18,1022,2264,186573
PLAZA MEDICAL CENTER OF FORT WORTH,Fort Worth,Texas,216,10218,52966,463703
PRESBYTERIAN HOSPITAL OF ROCKWALL,Rockwall,Texas,50,3815,15585,305753
PROVIDENCE HEALTH CENTER,Waco,Texas,547,14204,57607,809567
PROVIDENCE MEMORIAL HOSPITAL,El Paso,Texas,508,17111,78519,1603863
QUAIL CREEK SURGICAL HOSPITAL,Amarillo,Texas,32,1649,3496,171105
RESOLUTE HEALTH HOSPITAL,New Braunfels,Texas,0,0,0,
RIO GRANDE REGIONAL HOSPITAL,McAllen,Texas,320,14859,69460,1319037
RIVERSIDE GENERAL HOSPITAL,Houston,Texas,83,117,1603,7941
ROLLING PLAINS MEMORIAL HOSPITAL,Sweetwater,Texas,39,1244,5625,44009
SAINT DAVID'S GEORGETOWN HOSPITAL,Georgetown,Texas,96,4471,11943,137386
SAINT DAVID'S MEDICAL CENTER,Austin,Texas,542,24038,123510,2345669
SAINT DAVID'S NORTH AUSTIN MEDICAL CENTER,Austin,Texas,324,17331,98000,1282581
SAINT DAVID'S ROUND ROCK MEDICAL CENTER,Round Rock,Texas,169,7644,34343,634367
SAINT DAVID'S SOUTH AUSTIN MEDICAL CENTER,Austin,Texas,238,14681,68736,1233619
SAINT JOSEPH MEDICAL CENTER,Houston,Texas,351,12137,67145,1143573
SAINT JOSEPH REGIONAL HEALTH CENTER,Bryan,Texas,233,14718,62566,1387849
SAINT LUKE'S BAPTIST HOSPITAL,San Antonio,Texas,0,0,0,
SAINT MARK'S MEDICAL CENTER,La Grange,Texas,44,1503,5293,61690
SAINT MICHAEL'S HOSPITAL,Houston,Texas,103,112,2763,6034
SAN ANGELO COMMUNITY MEDICAL CENTER,San Angelo,Texas,131,4960,22469,546040
SAN ANTONIO MILITARY MEDICAL CENTER NORTH - BROOKE ARMY MEDICAL CENTER,Fort Sam Houston,Texas,0,0,0,
SCENIC MOUNTAIN MEDICAL CENTER,Big Spring,Texas,75,2337,7827,177900
SCOTT & WHITE HEALTHCARE - ROUND ROCK,Round Rock,Texas,102,4150,18814,690441
SCOTT & WHITE HOSPITAL,Temple,Texas,676,32653,144123,3883266
SCOTT & WHITE HOSPITAL - BRENHAM,Brenham,Texas,60,1664,6266,111370
SCOTT AND WHITE HOSPITAL - LLANO,Llano,Texas,23,712,2193,59381
SETON MEDICAL CENTER AUSTIN,Austin,Texas,409,20721,100419,1850170
SETON MEDICAL CENTER HARKER HEIGHTS,Harker Heights,Texas,83,2806,10250,174045
SETON MEDICAL CENTER HAYS,Kyle,Texas,94,5908,23513,505443
SETON MEDICAL CENTER WILLIAMSON,Round Rock,Texas,143,7568,33659,720262
SETON NORTHWEST HOSPITAL,Austin,Texas,107,4701,17778,417881
SETON SMITHVILLE REGIONAL HOSPITAL,Smithville,Texas,36,428,1404,41650
SETON SOUTHWEST HOSPITAL,Austin,Texas,33,917,3592,128625
SEYMOUR HOSPITAL,Seymour,Texas,27,410,1612,20124
SHANNON MEDICAL CENTER,San Angelo,Texas,293,10669,46083,762422
SIERRA MEDICAL CENTER,El Paso,Texas,345,10307,49272,1114795
SIERRA PROVIDENCE EAST MEDICAL CENTER,El Paso,Texas,110,8379,35149,900244
SOUTH HAMPTON COMMUNITY HOSPITAL DALLAS,Dallas,Texas,111,1479,6864,168544
SOUTH TEXAS REGIONAL MEDICAL CENTER,Jourdanton,Texas,67,1598,5924,196695
SOUTH TEXAS SPINE & SURGICAL HOSPITAL,San Antonio,Texas,30,1012,2369,85597
SOUTH TEXAS SURGICAL HOSPITAL,Corpus Christi,Texas,33,1007,3184,143498
SOUTHWEST GENERAL HOSPITAL,San Antonio,Texas,265,8645,41960,563493
ST. PAUL UNIVERSITY HOSPITAL ,Dallas,Texas,313,16052,98039,
STAMFORD MEMORIAL HOSPITAL,Stamford,Texas,25,222,950,11570
STARR COUNTY MEMORIAL HOSPITAL,Rio Grande City,Texas,48,1403,5334,38371
STEPHENS MEMORIAL HOSPITAL,Breckenridge,Texas,40,1511,1527,15170
SURGERY SPECIALTY HOSPITALS OF AMERICA - SOUTHEAST HOUSTON CAMPUS,Pasadena,Texas,37,119,210,19195
TEXAS GENERAL HOSPITAL ,Grand Prairie,Texas,41,338,1163,545734
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Arlington,Texas,248,11942,61797,747404
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,Plano,Texas,18,600,1285,176060
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE ,Fort Worth,Texas,52,2628,9066,134601
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,Azle,Texas,31,1544,5028,111526
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,Cleburne,Texas,109,3809,15472,231401
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,Fort Worth,Texas,655,33811,184033,2283717
TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD,Bedford,Texas,244,11737,52335,777352
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,Fort Worth,Texas,222,11807,49003,577383
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,Stephenville,Texas,54,2282,6434,116841
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON ,Arlington,Texas,48,1262,5314,144146
TEXAS HEALTH HUGULEY HOSPITAL FORTH WORTH SOUTH,Burleson,Texas,213,9340,41148,770608
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,Allen,Texas,73,3211,11556,214652
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,Dallas,Texas,618,25520,143416,1844726
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,Denton,Texas,208,11859,50032,604815
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,Flower Mound,Texas,103,4462,19648,307395
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,Kaufman,Texas,68,2199,7591,135475
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,Plano,Texas,366,13262,78199,902036
TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,Sherman,Texas,158,5745,26250,413615
TEXAS INSTITUTE FOR SURGERY ,Dallas,Texas,9,339,854,153167
TEXAS ORTHOPEDIC HOSPITAL,Houston,Texas,49,3181,8643,497008
TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,Sunnyvale,Texas,70,6189,21122,348247
TEXAS SPINE & JOINT HOSPITAL,Tyler,Texas,18,1577,3574,364718
TEXOMA MEDICAL CENTER,Denison,Texas,251,10585,52427,849384
THE HEART HOSPITAL AT BAYLOR PLANO,Plano,Texas,116,4125,23088,595821
THE HEART HOSPITAL BAYLOR DENTON,Denton,Texas,16,0,0,5722
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,Austin,Texas,23,966,2745,88322
THE MEDICAL CENTER OF SOUTHEAST TEXAS,Port Arthur,Texas,224,7304,33189,710543
THE PHYSICIANS CENTRE HOSPITAL,Bryan,Texas,16,360,660,46652
THE UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,Tyler,Texas,111,1642,7610,200707
THE UNIVERSITY OF TEXAS M. D. ANDERSON CANCER CENTER,Houston,Texas,652,27968,201989,5193603
THE UNIVERSITY OF TEXAS MEDICAL BRANCH,Galveston,Texas,468,20845,115377,1638745
THE WOMAN'S HOSPITAL OF TEXAS,Houston,Texas,234,12188,97716,1212995
THOMAS E. CREEK VA MEDICAL CENTER,Amarillo,Texas,0,0,0,
TITUS REGIONAL MEDICAL CENTER,Mount Pleasant,Texas,124,2543,10080,148117
TOMBALL REGIONAL MEDICAL CENTER,Tomball,Texas,334,8305,38897,732456
TOPS SURGICAL SPECIALTY HOSPITAL,Houston,Texas,16,587,1562,133932
TRUSTPOINT HOSPITAL OF LUBBOCK,Lubbock,Texas,71,304,1727,39062
TYLER COUNTY HOSPITAL,Woodville,Texas,25,694,2258,20310
UNITED REGIONAL ELEVENTH STREET CAMPUS,Wichita Falls,Texas,269,14163,64595,896355
UNIVERSITY GENERAL HOSPITAL,Houston,Texas,69,3023,14607,686712
UNIVERSITY HOSPITAL,San Antonio,Texas,482,21296,128774,1872252
UNIVERSITY MEDICAL CENTER,Lubbock,Texas,419,21968,105619,1653315
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,Austin,Texas,244,14685,67777,1450510
UNIVERSITY MEDICAL CENTER OF EL PASO,El Paso,Texas,252,14920,70562,822763
USMD HOSPITAL AT ARLINGTON,Arlington,Texas,36,1563,4696,260643
USMD HOSPITAL AT FORT WORTH,Fort Worth,Texas,8,426,1008,98703
UVALDE MEMORIAL HOSPITAL,Uvalde,Texas,66,1741,7091,116635
VAL VERDE REGIONAL MEDICAL CENTER,Del Rio,Texas,65,3110,11031,175338
VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,Brownsville,Texas,280,8765,44061,767479
VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,Harlingen,Texas,400,17128,78965,1266376
VALLEY REGIONAL MEDICAL CENTER,Brownsville,Texas,214,9656,51753,1034079
VICTORY MEDICAL CENTER - HOUSTON,Houston,Texas,0,0,0,
VICTORY MEDICAL CENTER - HOUSTON,Houston,Texas,25,458,916,169989
VICTORY MEDICAL CENTER - PLANO,Plan,Texas,0,0,0,
VICTORY MEDICAL CENTER - SOUTH CROSS,San Antonio,Texas,9,336,1008,153300
VICTORY MEDICAL CENTER BEAUMONT,Beaumont,Texas,0,0,0,
VICTORY MEDICAL CENTER EAST HOUSTON,Houston,Texas,0,0,0,
VICTORY MEDICAL CENTER MID-CITIES-HURST,Hurst,Texas,23,453,1056,70746
VICTORY MEDICAL CENTER SAN ANTONIO LANDMARK,San Antonio,Texas,0,0,0,
WADLEY REGIONAL MEDICAL CENTER,Texarkana,Texas,203,7059,32591,439961
WALNUT HILL MEDICAL CENTER,Dallas,Texas,0,0,0,
WEATHERFORD REGIONAL MEDICAL CENTER,Weatherford,Texas,82,4591,17378,352006
WEST HOUSTON MEDICAL CENTER,Houston,Texas,221,10890,59954,1069337
WEST TEXAS VA HEALTH CARE SYSTEM,Big Spring,Texas,0,0,0,
WILBARGER GENERAL HOSPITAL,Vernon,Texas,47,428,1664,39373
WILLIAM BEAUMONT ARMY MEDICAL CENTER,El Paso,Texas,0,0,0,
WISE REGIONAL HEALTH SYSTEM - EAST CAMPUS DECATUR,Decatur,Texas,173,4330,17503,486826
WISE REGIONAL HEALTH SYSTEM - WEST CAMPUS DECATUR,Decatur,Texas,0,0,0,
WISE REGIONAL HEALTH SYSTEM BRIDGEPORT,Bridgeport,Texas,36,908,2511,61522
WOODLAND HEIGHTS MEDICAL CENTER,Lufkin,Texas,119,4730,21280,650170
